question,answer
作为一名湖北的小型物流公司负责人，我想了解在国家融资担保体系建设中，湖北省政府有哪些具体的支持政策可以减轻我们这类企业的融资负担？,"为了减轻包括您在内的湖北小型物流企业在内的小微企业、""三农""和创业创新主体的融资负担，湖北省政府采取了以下措施支持国家融资担保体系建设：手把手教您理解政策点：1. **充分利用国家融资担保基金：** 湖北省将积极利用国家融资担保基金，通过股权投资项目和再担保等形式，来增强省级再担保平台的力量。2. **构建省级再担保平台：** 省财政将筹集50亿元资本金，用于壮大湖北省再担保集团公司的实力，从而提升其为基层担保机构提供再担保的能力，最终惠及 like 您这样的企业。3. **做大做强市州县担保机构：** 湖北省将进一步做大做强市州县层面的担保机构，确保基层也有实力较强的担保机构为 like 您这样的企业提供担保服务。4. **优化中小实体发展资金管理：** 湖北省将改进和完善支持全省担保体系建设的50亿元中小实体发展资金的管理，使其更好地服务于担保体系的构建和运营。5. **调整省重大产业基金管理方向：** 总额80亿元的省重大产业基金，其支持方向也将进行调整，以更好地配合和支持担保体系建设，最终 goal 是为了支持包括现代物流业在内的实体经济发展。6. **鼓励区域性担保合作：** 鼓励有条件的市州县政府性融资担保机构共同发起成立担保集团，构建区域性担保合作体系，形成合力，更好地为 like 您这样的企业提供融资担保服务。"
我是一家位于湖北的制造业企业财务人员，想了解增值税改革具体将如何降低我们企业的税负？能详细解释一下吗？,作为湖北省的制造业企业财务人员，增值税改革将从以下几个方面降低您企业的税负，请您仔细阅读：点1：**税率下调** - 从2018年5月1日起，制造业等行业的增值税税率从17%降至16%。点2：**小规模纳税人标准提高** - 工业企业和商业企业小规模纳税人的年销售额标准从50万元和80万元统一上调至500万元。这意味着更多企业可以享受小规模纳税人的较低税率。点3：**转登记为小规模纳税人** - 在一定期限内，允许已登记为一般纳税人的企业转登记为小规模纳税人，从而降低税负。点4：**进项税额一次性退还** - 对装备制造等先进制造业、研发等现代服务业符合条件的企业和电网企业在一定时期内未抵扣完的进项税额，予以一次性退还。点5：**农产品扣除标准统一** - 进一步扩大农产品增值税进项税额核定扣除试点行业范围，并统一部分行业或企业农产品扣除标准，减少涉税风险，也可能降低税负。点6：**确保行业税负只减不增** - 国家和地方政府会积极宣传辅导，完善征管服务措施，认真落实各项过渡安排和优惠政策，确保所有行业税负只减不增。
我们是一家年应纳税所得额40万元的小型微利企业，请问能享受哪些所得税优惠政策？,作为年应纳税所得额40万元的小型微利企业，您可以享受以下所得税优惠政策，请仔细了解：点1：**所得税优惠期限** - 自2017年1月1日至2019年12月31日，小型微利企业可以享受所得税优惠政策，您的企业正好在有效期内。点2：**应纳税所得额上限提高** - 小型微利企业的年应纳税所得额上限从30万元提高到了50万元，您企业的40万元应纳税所得额符合享受优惠的标准。点3：**减按50%计入应纳税所得额** - 对年应纳税所得额低于50万元（含50万元）的小型微利企业，其所得减按50%计入应纳税所得额。点4：**按20%的税率缴纳企业所得税** - 在减按50%计入应纳税所得额的基础上，再按20%的税率缴纳企业所得税。
我们是一家科技型中小企业，想知道关于研发费用税前加计扣除比例提高的具体政策，能详细解释一下吗？,作为科技型中小企业，研发费用税前加计扣除比例提高的政策将对您有帮助，以下是详细解释，请您仔细学习：点1：**政策期限** - 自2017年1月1日至2019年12月31日，科技型中小企业研发费用税前加计扣除比例提高政策有效。点2：**加计扣除比例提高** - 科技型中小企业开发新技术、新产品、新工艺实际发生的研发费用，在企业所得税税前加计扣除比例由50%提高至75%。点3：**未形成无形资产的情况** - 科技型中小企业开展研发活动中实际发生的研发费用，如果未形成无形资产计入当期损益，可以在据实扣除的基础上，再按照实际发生额的75%在税前加计扣除。点4：**形成无形资产的情况** - 如果形成了无形资产，在上述政策有效期内，可以按照无形资产成本的175%在税前摊销。
我们是一家物流企业，想知道城镇土地使用税方面有哪些优惠政策？,作为物流企业，您在城镇土地使用税方面可以享受以下优惠政策，请详细了解：点1：**优惠政策期限** - 至2019年12月31日，物流企业自有的大宗商品仓储设施用地减半计征城镇土地使用税。点2：**减半计征对象** - 享受优惠政策的对象是物流企业自有的大宗商品仓储设施用地。点3：**减半计征方式** - 对符合政策规定的大宗商品仓储设施用地，按照应纳税额的50%进行征收城镇土地使用税。
我们是一家企业，想了解对于企业发生的公益性捐赠支出，税收政策有哪些规定？,关于企业发生的公益性捐赠支出，税收政策如下，请您仔细阅读：点1：**年度利润总额12%以内的部分** - 企业发生的公益性捐赠支出，在一个纳税年度内，如果总额不超过当年年度利润总额的12%（含12%），这部分捐赠支出准予在计算应纳税所得额时全额扣除。点2：**超过年度利润总额12%的部分** - 如果企业发生的公益性捐赠支出超过当年年度利润总额的12%，超出的部分也不浪费，可以结转到以后的3个纳税年度内，在计算应纳税所得额时进行扣除。
我们是一家工业企业，想了解印花税核定征收计税金额比例是否有所调整？,作为工业企业，印花税核定征收计税金额比例确实有所调整，请您关注以下信息：点1：**调整时间** - 自2018年5月1日起，印花税核定征收计税金额比例开始调整。点2：**工业企业购销金额** - 实行印花税核定征收方式的工业企业的购销金额的印花税核定征收计税金额比例，从原来的70%下调至50%。点3：**商业企业购销金额** - 商业企业的购销金额的印花税核定征收计税金额比例，从原来的40%下调至20%。点4：**货物运输收入** - 货物运输企业的货物运输收入的印花税核定征收计税金额比例，从原来的100%下调至80%。点5：**仓储保管收入** - 仓储保管企业的仓储保管收入的印花税核定征收计税金额比例，从原来的100%下调至80%。点6：**加工承揽收入** - 加工承揽企业加工或承揽收入的印花税核定征收计税金额比例，从原来的100%下调至80%。
我们是一家开采低品位矿的企业，想了解是否可以享受资源税减征政策？,作为开采低品位矿的企业，您可以关注以下资源税减征政策：点1：**减征政策期限** - 自2017年7月1日至2019年6月30日，对于鼓励利用的低品位矿提取的矿产品，资源税可以减征50%。点2：**减征对象** - 减征对象是鼓励利用的低品位矿提取的矿产品。点3：**减征比例** - 减征比例为50%，即原来应该缴纳的资源税可以减少一半。
我们是一家小型企业，有30名员工，想知道残疾人就业保障金免征政策是否适用于我们？,作为有30名员工的小型企业，残疾人就业保障金免征政策适用性如下，请您仔细阅读：点1：**免征范围调整时间** - 自2017年4月1日起，残疾人就业保障金免征范围进行了调整。点2：**新的免征范围** - 免征范围从原来的工商注册登记之日起3年内，在职职工总数20人（含）以下小微企业，调整为在职职工总数30人（含）以下的企业。点3：**您的企业适用情况** - 您企业有30名员工，符合在职职工总数30人（含）以下的标准，因此可以享受残疾人就业保障金免征政策。点4：**享受免征期限** - 如果您的企业工商注册登记未满3年，在剩余时期内可以按规定免征残疾人就业保障金。点5：**标准上限调整** - 企业缴纳的残疾人就业保障金标准上限也从不超过当地社会平均工资3倍降至不超过2倍。
我们是一家湖北的企业，获得了发明专利，想了解是否有相关的费用减免政策？,作为在湖北获得发明专利的企业，您可以关注以下专利费用减免政策：点1：**停征专利登记费** - 自2018年8月1日起，专利登记费已经停征。点2：**年费补助** - 自2018年起至2020年，对于每年缴纳有效期6年以上发明专利的年费超过10万元（含）的企业，给予总额50%的补助。点3：**专利权质押贷款贴息** - 对当年获批专利权质押贷款的企业给予贴息，贴息额为以发放贷款同期银行基准利率计算的利息总额的50%，每项或每家企业贴息金额不超过50万元。点4：**专利转化补助** - 对在湖北实施专利转化并产生一定经济效益的企业，给予合同成交额20%的补助，每笔或每家企业补助金额不超过30万元。点5：**资金来源** - 上述补助所需资金从省级知识产权专项资金新增经费中统筹安排。
新政策在政府定价方面有哪些规定？,新政策规定实行网上集中常态公开、动态调整管理政府定价清单，清单外一律不得实行政府定价。这意味着除了清单上的项目，政府不能随意定价，增加了透明度和管理的规范性。
风景名胜资源有偿使用费有什么变化？,从2018年5月1日起，风景名胜资源有偿使用费被暂停收取。这意味着游览风景名胜区的费用负担可能会减轻，具体情况需要看各地的执行细则。
国有资产产权交易服务费标准有什么调整？,国有资产产权交易服务费标准降低了10%以上。这会降低企业进行产权交易的成本，促进国有资产的流动和优化配置。
哪些已经被取消的费用是严禁以更名等方式收取的？,严禁以更名等方式收取或变相收取地震安全评价收费、房地产档案服务费、城市建设工程竣工档案资料保管费、新建建筑物防雷装置检测费等已经被取消的费用。这项规定旨在防止已取消的费用改头换面继续收取，增加企业负担。
关于行政服务效能，政策有哪些要求？,政策要求聚焦不动产登记、工程建设项目审批、企业开办等重点领域，进一步减环节、减流程、减材料、减时限，实现审批和服务提速增效。这表明政府致力于提高效率，减少企业等待时间，优化营商环境。
如何确保中介服务市场的规范和透明？,政策要求再取消一批行政审批中介服务事项和证明材料，进一步完善行政审批前置中介服务收费行为规范。清理公布保留为省级行政审批必要条件的中介服务事项清单，全面推广应用行政审批中介服务管理平台，建立健全中介服务网上竞价和信用评价体系。这些措施旨在规范中介服务市场，提高透明度，防止乱收费。
在建设工程领域，'多测合一'指的是什么？,在建设工程领域，'多测合一'指的是对投资项目建设工程审批涉及的土地测绘、规划测绘等服务实行统一测绘、共享成果。这意味着减少重复测绘，提高效率，降低建设成本。
涉企保证金清理和规范的具体措施有哪些？,严格执行国务院和省人民政府公布的涉企保证金目录清单，清单之外的涉企保证金项目一律取消。加大对已取消涉企保证金项目资金，以及逾期未返或超额收取的保证金资金的清退返还力度，坚决制止各种借保证金名义占用企业资金的行为。这将有效减少企业资金占用，减轻企业负担。
消防服务效能提升体现在哪些方面？,消防服务效能提升体现在：社会消防从业人员符合规定，可免费报名参加消防行业特有工种职业技能鉴定；进一步优化消防审批和备案受理程序，自受理之日起15日内出具书面审核意见；减少消防设施检测建设工程范围；建设单位在申请消防验收材料中，对具有防火性要求的建筑构件、建筑材料、装修材料，只需提供出厂检验合格证明或具有法定资质的检验机构检验合格证明。这些措施旨在简化消防审批流程，降低企业成本，提升服务质量。
小微企业工会经费有哪些支持政策？,自2018年4月1日至2020年12月31日，对按规定免征增值税的小微企业，其工会经费上缴后，由上级工会全额返还给企业工会。这项政策直接减轻了小微企业的工会经费负担，支持了小微企业发展。
政府部门希望通过这份文件传达什么重要信息？,"这份文件旨在传达湖北省人民政府为贯彻落实国家多部门联合发布的支持民营企业加快改革发展与转型升级的实施意见，结合湖北省实际，并经省政府同意，制定了具体的贯彻落实责任分工。核心信息是：
1. **政策背景**: 基于国家多部门联合发文，旨在应对疫情影响，激发民营企业活力，带动就业。
2. **湖北省行动**: 湖北省积极响应国家政策，制定了本地化的责任分工方案，并要求各地各部门认真执行。
3. **工作重点**: 文件强调要降低企业生产经营成本，强化科技创新支撑，完善资源要素保障，以此来支持民营企业发展。
4. **执行要求**: 强调压实主体责任，确保政策落地见效；加强政策解读，提高政策知晓率；强化督促指导，加大跟踪问效力度；加强经验总结，推广典型做法。"
这份文件主要要求湖北省各地、各部门做什么？,"这份文件主要要求湖北省各地、各部门要围绕贯彻落实国家六部门关于支持民营企业加快改革发展与转型升级的实施意见，重点做好以下几方面工作：
1. **压实主体责任**: 结合各自职责，狠抓各项惠企政策落实落地，确保政策落地见效。
2. **加强政策解读**: 充分利用各种载体，全方位进行惠企政策的宣传解读，提高政策知晓率覆盖面，确保政策传递到企业、基层和社会。
3. **强化督促指导**: 开展督导检查，跟踪问效政策落实情况，对推进有力和不作为的单位和个人进行奖惩。
4. **加强经验总结**: 开拓创新，积极探索解决民营企业转型升级面临突出问题的有效路径，及时梳理总结经验，复制推广先进做法。"
为了降低湖北省民营企业生产经营成本，这份文件中提到了哪些具体措施？,"为了降低湖北省民营企业生产经营成本，这份文件中提到了以下具体措施：
1. **继续推进减税降费**: 落实常态化疫情防控和复工复产各项政策，简化优惠政策适用程序，深入开展有针对性的政策宣传辅导，帮助企业及时享受优惠政策，包括阶段性减免社会保险费和降低社保费率政策，以及对受疫情影响严重的中小企业依法核准延期缴纳税款申请，对小微企业工会经费实行全额返还支持政策等。
2. **进一步降低用能用网成本**: 落实阶段性降低企业用电价格的支持政策，持续推进电价全年降低5%，加强转供电价格监管，确保民营企业及时足额享受降价红利。
3. **深入推进物流降成本**: 规范港口、班轮、铁路、机场等经营服务性收费，建立物流基础设施用地保障机制，引导合理设置投资强度、税收贡献等指标限制，鼓励通过长期租赁等方式保障物流用地，规范城市配送车辆通行管理，优化通行措施，鼓励发展夜间配送和集约化配送模式。"
湖北省将采取哪些措施来强化对民营企业科技创新的支撑？,"湖北省将采取以下措施来强化对民营企业科技创新的支撑：
1. **支持参与国家重大科研攻关项目**: 鼓励民营企业参与国家各类创新平台建设，加快国家企业技术中心认定工作，支持民营企业承担国家重大科技战略任务。
2. **增加普惠型科技创新投入**: 各地要加大将科技创新资金用于普惠型科技创新的力度，通过银企合作、政府引导基金、科技和知识产权保险补助、科技信贷和知识产权质押融资风险补偿等方式，支持民营企业开展科技创新。
3. **畅通国家科研资源开放渠道**: 推动国家重大科研基础设施和大型科研仪器进一步向民营企业开放，鼓励民营企业和社会力量组建专业化的科学仪器设备服务机构参与管理与运营。
4. **完善知识产权运营服务体系**: 发展专业化技术交易知识产权运营机构，培育技术经理人，规范探索知识产权证券化，推动知识产权融资产品创新，建设国家知识产权公共服务平台，为民营企业和中小企业创新提供知识产权一站式检索、保护和咨询等服务。
5. **促进民营企业数字化转型**: 实施企业“上云用数赋智”行动和中小企业数字化赋能专项行动，布局数字化转型促进中心，集聚数字化服务商，开发符合中小企业需求的数字化平台、系统解决方案等，结合行业特点对企业建云、上云、用云提供融资支持，实施工业互联网创新发展工程，支持优势企业提高工业互联网应用水平，带动发展网络协同制造、大规模个性化定制等新业态新模式。"
附件中的责任分工主要涵盖了哪些方面？,"附件中的责任分工主要涵盖了以下方面：
1. **切实降低企业生产经营成本**： 包括继续推进减税降费、进一步降低用能用网成本、深入推进物流降成本等措施。
2. **强化科技创新支撑**： 包括支持参与国家重大科研攻关项目、增加普惠型科技创新投入、畅通国家科研资源开放渠道、完善知识产权运营服务体系、促进民营企业数字化转型等措施。
3. **完善资源要素保障**： 文档片段中提及了创新产业用地供给方式，但具体内容在片段中未详细展开。"
湖北省要求各地、各部门如何确保惠企政策能够真正落实到民营企业？,"为了确保惠企政策能够真正落实到民营企业，湖北省要求各地、各部门采取以下措施：
1. **压实主体责任**: 对标对表省委、省政府出台的政策举措和有关要求，对已出台的政策措施，科学统筹、分类推进，狠抓落地见效；对新提出的政策举措，及时制定配套政策和具体操作措施，明确实施路径、责任主体、时间节点，确保各项政策落地见效。
2. **加强政策解读**: 充分利用各种载体，第一时间将政策传递到企业、基层和社会，采取媒体宣传、上门宣讲、组织企业培训等多种方式，做到政策宣传全覆盖，提高政策知晓率覆盖面。"
如果民营企业在转型升级过程中遇到问题，这份文件提供了哪些解决问题的途径？,"这份文件虽然没有明确列出具体的“问题解答”流程图或图表，但提供了如下解决问题的途径：
1. **政策咨询与诉求反馈机制**: 文件强调要加强企业家参与涉企政策制定机制，畅通社会监督渠道，广开言路，认真听取民营企业意见和诉求。这表明民营企业可以通过参与政策制定、社会监督等渠道反馈问题和诉求。
2. **问题清单制度**: 文件提出要建立问题清单制度，及时协调解决当前企业反映的新情况新问题。这意味着企业可以通过向政府部门反映问题，列入问题清单，从而获得协调解决的机会。
3. **省级部门指导**: 文件明确省级发改、科技、经信、财政、人社以及人行武汉分行等部门要加强协调配合，加强政策指导，及时研究解决民营企业发展中遇到的问题。这表明企业可以向上级主管部门寻求指导和帮助。"
湖北省将如何督促检查各地、各部门落实这份文件的情况？,"湖北省将通过以下方式督促检查各地、各部门落实这份文件的情况：
1. **问题导向、目标导向、效果导向**: 坚持这三种导向，上下联动，结合营商环境督查对政策落实落地情况开展督导检查。
2. **通报表扬与负面典型曝光**: 对推进有力、成效明显的单位和个人给予通报表扬，对不作为、落实不力的，纳入营商环境督导负面典型曝光台，严肃追责问效。"
这份文件中提到的'上云用数赋智'行动和中小企业数字化赋能专项行动具体指的是什么？,"这份文件中提到的“上云用数赋智”行动和中小企业数字化赋能专项行动，指的是为了推动湖北省民营企业数字化转型升级，政府将组织开展的以下具体行动：
1. **“上云用数赋智”行动**: 鼓励和支持企业将业务和数据迁移到云端，利用云计算、大数据、人工智能等数字技术赋能企业生产、经营、管理等各个环节，提升企业数字化水平。这包括引导企业使用云服务、数据分析工具、智能化应用等。
2. **中小企业数字化赋能专项行动**: 针对中小企业在数字化转型方面存在的能力不足、资金短缺等问题，政府将组织专项行动，提供针对性的支持和帮助，例如：
    * **布局数字化转型促进中心**: 建设一批数字化转型促进中心，为中小企业提供数字化转型咨询、诊断、培训、方案推广等服务。
    * **集聚数字化服务商**: 发展一批面向中小企业的数字化服务商，开发符合中小企业需求的数字化平台、系统解决方案等。
    * **融资支持**: 结合行业特点为企业建云、上云、用云提供相应融资支持，降低中小企业数字化转型的资金门槛。"
这份文件主要为了帮助湖北省哪些类型的民营企业？,这份文件旨在帮助湖北省**所有民营企业**。 文件中多次强调“支持民营企业加快改革发展与转型升级”，并且在具体措施中，例如减税降费、降低用能用网成本、加强科技创新支撑、推动数字化转型等政策，都是面向湖北省的民营企业群体。 虽然在某些具体措施中，例如“对小微企业2020年1月1日至2021年12月31日的工会经费，实行全额返还支持政策”中提到了“小微企业”，但这只是针对特定时间段和特定政策的细则，**文件整体的核心目标是促进湖北省所有民营企业的发展和转型升级**。
作为一位在湖北经营中小企业的老板，我想了解国家有哪些政策可以帮助我们进行数字化转型，提升竞争力？,为帮助中小企业数字化转型，湖北省实施了以下政策：一、设立促进中心，集聚数字化服务商，开发符合中小企业需求的数字化平台和系统解决方案。二、对中小企业建云、上云、用云提供相应融资支持。三、实施工业互联网创新发展工程，支持优势企业提高工业互联网应用水平，带动发展网络协同制造、大规模个性化定制等新业态新模式。
我是一家湖北中小企业的负责人，想了解关于工业用地供给方式的创新政策，这对我的企业发展有什么好处？,湖北省在工业用地供给方式上进行了创新，对中小民营企业来说有以下好处：一、保障民营企业依法平等取得政府供应或园区转让的工业用地权利。二、允许中小民营企业联合参与工业用地招拍挂。三、允许增加容积率的，不增收土地价款等费用。四、支持地方开展“一照多址”改革，探索简化平台企业分支机构设立手续。
我是刚成立小公司的创业者，非常关注人才吸引和培养。湖北在人才支持和培训方面有哪些政策可以支持我们民营企业？,湖北省在人才支持和培训方面出台了以下政策支持民营企业：一、畅通民营企业专业技术人才职称评审通道，推动社会化评审。二、增加民营企业享受政府特殊津贴人员比重。三、引导企业建立符合技能人才特点的工资分配制度。四、实施职业技能提升行动，面向包括民营企业职工在内的城乡各类劳动者开展大规模职业技能培训，并按规定落实培训补贴.
最近公司资质到期需要续办，但流程我一直不太了解。湖北在资质管理制度方面有哪些优化措施，能简化我们的办理流程吗？,湖北省在资质管理制度方面进行了优化，可能简化您的办理流程：一、对存量资质、认证认可实施动态调整，优化缩减资质类别，建筑企业资质类别和等级压减三分之一以上。二、对新能源汽车、商用车等行业新增产能，在符合市场准入要求条件下，公平给予资质、认证认可，不得额外设置前置条件。
公司发展壮大，可能需要跨区域发展或者迁移。湖北的政策对于企业跨区域发展有哪些支持，能减少迁移的障碍吗？,湖北省的政策旨在破除要素流动的区域分割和地方保护，支持企业跨区域发展：一、除法律法规明确规定外，不得要求企业必须在某地登记注册。二、不得为企业在不同区域间的自由迁移设置障碍。三、支持地方开展“一照多址”改革，探索简化平台企业分支机构设立手续。四、逐步统一全国市场主体登记业务规范、数据标准和统一平台服务接口，减少区域间登记注册业务的差异性。
目前我们公司主要依靠银行贷款发展，但担心融资困难。湖北在加大对民营企业信贷支持力度方面有什么具体措施吗？,湖北省出台了以下措施加大对民营企业信贷支持力度：一、引导商业银行增加制造业民营企业信贷投放，大幅增加制造业中长期贷款。二、进一步修改完善金融企业绩效评价办法，强化对小微企业贷款业务评价。三、鼓励中小银行与开发性、政策性金融机构加深合作，提升服务民营企业、小微企业质效。
除了传统抵押贷款，我们也在考虑信用融资的方式。湖北在支持开展信用融资方面有哪些举措，能帮助我们获得免抵押免担保的信用贷款吗？,湖北省在支持开展信用融资方面有以下举措，可能帮助您获得免抵押免担保的信用贷款：一、加大对中小企业融资综合信用服务平台和地方征信平台建设指导力度。二、推动政府部门、公用事业单位、大型互联网平台向征信机构和信用评级机构开放企业信用信息。三、鼓励金融机构和征信机构、信用评级机构加强合作，利用大数据等技术手段开发针对民营企业的免抵押免担保信用贷款产品。
公司想要拓展抵押物范围来增加融资额度。湖北在拓展贷款抵押质押物范围方面有哪些政策，能增加我们的融资渠道吗？,湖北省在拓展贷款抵押质押物范围方面有以下政策，可能增加您的融资渠道：一、支持大型企业协助上下游企业开展供应链融资。二、依法合规发展企业应收账款、存货、仓单、股权、租赁权等权利质押贷款。三、积极探索将用能权、碳排放权、排污权、合同能源管理未来收益权、特许经营收费权等纳入融资质押担保范围。四、逐步扩大知识产权质押物范围，对企业专利权、商标专用权和著作权等无形资产进行打包组合融资。
为了公司长远发展，我们也在考虑进行直接融资。湖北在拓展民营经济直接融资渠道方面有哪些政策支持，能帮助我们实现直接融资吗？,湖北省在拓展民营经济直接融资渠道方面有以下政策支持，可能帮助您实现直接融资：一、支持民营企业开展债券融资，进一步增加民营企业债券发行规模。二、大力发展创业投资，支持民营企业创新发展。三、支持民营企业在全国中小企业股份转让系统、区域性股权市场挂牌交易和融资。
作为一家中小企业，我们非常关注及时收回应收账款。湖北在促进及时支付中小企业款项方面有哪些政策保障，能帮助我们解决账款拖欠问题吗？,湖北省在促进及时支付中小企业款项方面有以下政策保障：一、落实《保障中小企业款项支付条例》，加快建立支付信息披露制度、投诉处理和失信惩戒制度以及监督评价机制。二、对恶意拖欠、变相拖欠等行为开展专项督查，通报一批拖欠民营企业账款的典型案例，督促拖欠主体限期清偿拖欠账款。
一个想要了解如何获得政府产业引导基金支持的民营企业主，应该如何从政策层面入手？,1. **关注国家和地方产业引导基金**:  首先要了解国家层面设立的多个产业引导基金，例如国家新兴产业创业投资引导基金、国家中小企业发展基金、国家制造业转型升级基金、先进制造产业投资基金、战略性新兴产业引导基金和国家绿色发展基金等。同时也要关注地方政府设立的产业引导基金。 2. **了解基金支持方向**:  深入研究这些基金的资金投向和重点支持领域，例如新兴产业、中小企业、制造业转型升级、绿色发展等。确保自己的企业项目符合基金的支持方向。 3. **积极争取基金支持**:  主动对接这些产业引导基金，了解基金的申请流程和条件，积极准备相关材料，争取基金的投资支持。可以关注基金的官方网站或咨询相关部门获取更详细的信息。
一家传统的机械制造企业，想要进行智能化改造，根据政策，可以从哪些方面获得支持和帮助？,1. **技术改造支持**:  政策鼓励加快推动传统产业技术改造，向智能方向发展。机械装备产业被点名要高质量发展，这意味着在智能化改造方面会获得政策支持。 2. **技术改造服务体系**:  政策强调要加强检验检测平台、系统集成服务商等技术改造服务体系建设。这意味着企业可以寻求这些平台和服务商的帮助，他们可以提供智能化改造的专业服务和技术支持。 3. **老旧设备更新改造**:  政策明确支持推进老旧农业机械、工程机械及老旧船舶更新改造。 如果机械制造企业的老旧设备需要更新，可以享受到政策支持。 4. **危化品企业改造升级参考**:  虽然针对危化品企业，但政策对于 '仅申报小批量使用危险化学品、不涉及制造和大规模囤积的项目' 设立 '一企一策' 评审通道，体现了对于特定情况的灵活支持。机械制造企业可以参考这种精神，如果遇到特殊情况，也可以积极与政府部门沟通，争取个性化支持。
一个准备参与政府和社会资本合作(PPP)项目的民营企业，需要特别注意哪些政策上的要求和风险？,1. **平等参与原则**:  政策明确保障各类市场主体平等参与项目建设运营，这是参与PPP项目的根本保障。 2. **避免差别待遇**:  特别需要注意PPP项目中是否存在针对民营资本的差别待遇或歧视性条款。  如果发现此类情况，可以向财政部门投诉，因为政策规定对于设置歧视性条款的PPP项目，财政部门将不予资金支持。 3. **公平竞争环境**:  政策强调优化投向结构和投资领域，保障公平竞争，民营企业要充分利用政策提供的公平竞争环境。 4. **资金支持和融资**:  PPP项目通常需要大量的资金投入，要充分利用中央预算内投资和地方政府专项债券筹集的资金，并积极寻求金融机构的融资支持，确保项目资金充足。 5. **风险评估和防范**:  PPP项目周期长、涉及环节多，要充分进行风险评估，包括政策风险、市场风险、财务风险等，并制定相应的风险防范措施。
一家专注于技术创新的民营企业，希望在产业链、价值链的关键环节上取得突破，政策上有哪些导向和支持？,1. **聚焦主业和核心技术**:  政策引导民营企业聚焦主业和核心技术，这与技术创新型企业的发展方向高度契合。 2. **优化产业目录**:  政策提到优化《鼓励外商投资产业目录》《产业结构调整指导目录》，这意味着国家会通过产业目录引导企业发展方向，技术创新型企业要关注这些目录，了解哪些领域是国家鼓励发展的。 3. **产业链、价值链关键业务**:  政策鼓励在产业链、价值链关键业务上重组整合，这意味着技术创新型企业可以通过重组整合，集聚资源、集中发力，增强核心竞争力。 4. **技术成果转化支持**:  政策发挥国家科技成果转化引导基金作用，支持民营企业推广转化重大技术创新成果。  这为技术创新型企业将科技成果转化为实际生产力提供了资金支持和政策鼓励。
一家生产医用口罩的民营企业，在提升应急物资供给保障能力方面，可以得到哪些政策支持？,1. **提升应急保障能力**:  政策提出加快发展柔性制造，提升制造业应急保障能力。  医用口罩生产属于应急物资生产，政策鼓励提升应急保障能力，这意味着口罩生产企业在提升生产能力、保障应急供应方面会获得支持。 2. **强化日常供应链管理**:  政策引导生产重要应急物资的企业强化日常供应链管理，增强生产能力储备。  口罩生产企业要重视供应链管理，确保原材料供应稳定，生产过程顺畅，以应对突发事件的物资需求。 3. **参与公共卫生基础设施建设**:  政策鼓励民营节能环保企业参与医疗废弃物处理处置、污水垃圾处理等工程建设，也鼓励民营企业加大医疗器械生产制造投资，保障民营企业公平参与公共卫生基础设施建设。  口罩生产企业可以关注公共卫生基础设施建设领域的机遇，例如参与相关工程或投资医疗器械领域。
一家位于产业链关键环节的民营企业，遇到了一些实际困难，政策上有哪些具体的帮扶措施？,1. **精准帮扶重点民营企业**:  政策明确对处于产业链关键环节重点民营企业所遇到的问题和困难，实施针对性帮扶。  这意味着如果企业处于产业链关键环节且遇到困难，可以积极向政府部门反映，争取精准帮扶。 2. **快速响应、程序简单、规则透明**:  帮扶措施强调响应快速、程序简单、规则透明，这为民营企业寻求帮助提供了便利和保障。 企业要了解相关的帮扶渠道和流程，以便在遇到困难时能够及时、便捷地获得支持。 3. **研判产业链发展趋势**:  政策还强调及时研判产业链发展趋势，引导企业将产业链关键环节留在国内。  这意味着政府会关注产业链发展趋势，并引导企业在国内布局关键环节，民营企业要关注产业趋势，积极调整发展战略。
一家位于国家级产业园区的民营企业，希望依托园区平台发展壮大，政策上有哪些利好？,1. **依托产业园区促进产业集群发展**:  政策强调依托产业园区促进产业集群发展，国家级新区、高新技术开发区、经济技术开发区、新型工业化产业示范基地等都将规模扩大、水平提升。  这意味着产业园区将得到进一步发展，为入园企业提供更好的发展平台。 2. **产业转型升级示范区和示范园区支持**:  在产业转型升级示范区和示范园区的相关项目安排方面，加大对民营企业支持力度。  这意味着位于这些园区的民营企业在申请项目和获得资金支持方面将获得倾斜。 3. **中小微企业产业园和基地建设**:  鼓励建设中小微企业产业园、小型微型企业创业创新示范基地、标准化厂房及配套设施。  这些举措将进一步完善园区配套设施，为中小微民营企业提供更优质、更低成本的创业创新空间。
一家准备将工厂从沿海地区迁往中部地区的民营企业，在产业转移过程中，政策上有哪些支持？,1. **有序引导制造业民营企业产业转移**:  政策明确有序引导制造业民营企业产业转移，特别是支持中西部和东北地区积极承接东部地区制造业民营企业转移。  这为民营企业产业转移提供了明确的政策导向和支持。 2. **承接产业转移示范区**:  支持承接产业转移示范区等重点功能平台建设，为制造业民营企业有序转移创造条件。  民营企业可以关注这些示范区的建设情况，了解相关的优惠政策和配套措施。 3. **创造良好转移条件**:  政策旨在为制造业民营企业有序转移创造条件，这意味着政府会出台一系列政策措施，例如在土地、税收、融资等方面提供支持，降低企业转移成本，保障企业顺利转移。
